time step, x, y
100, 0.8934714089724838, 0.008052412604258721
200, 1.7897435093418603, 0.021775462536032436
300, 2.6878256709393877, 0.04130572163822971
400, 3.587717893764646, 0.06664318991113782
500, 4.487575489323136, 0.0990516412098793
600, 5.3873984576151015, 0.13853107553453559
700, 6.288040856965619, 0.18395429087298587
800, 7.187794570724063, 0.23757569124942168
900, 8.086523027046338, 0.2984046464948049
1000, 8.984226225933165, 0.36644115660938037
1100, 9.881894797553015, 0.441548649749933
1200, 10.777684053411374, 0.5249908997714723
1300, 11.674429312172142, 0.6153675609757621
1400, 12.569295255171, 0.7140789790613256
1500, 13.464980629229071, 0.8187341781604778
1600, 14.35977731769465, 0.9315875622979026
1700, 15.255393437218991, 1.0503847274489773
1800, 16.150838357633386, 1.1752622454568367
1900, 17.046112078938105, 1.306220116321787
2000, 17.94206865945844, 1.4421311380315633
2100, 18.838844671038, 1.5839859407550412
2200, 19.73517633982106, 1.7299398359974605
2300, 20.632190867819958, 1.8808468820846755
2400, 21.528761053022613, 2.035853020691027
2500, 22.42587752559815, 2.1948216799730935
2600, 23.32241308353402, 2.3568988016051655
2700, 24.218504298673434, 2.523075015756518
2800, 25.113160540847844, 2.693486894269802
