time step, x, y
100, 1.0340473876597152, 0.004795839224608671
200, 2.0761126312119007, 0.012543624737307656
300, 3.1252077485847534, 0.0252493205022699
400, 4.182338721741623, 0.04390690855564362
500, 5.246493568755158, 0.06652242486102287
600, 6.317690289516907, 0.0960958154189562
700, 7.396928866027126, 0.13262108026510128
800, 8.483209316286013, 0.17610421936368398
900, 9.577531622292916, 0.2265392327508222
1000, 10.67790781997623, 0.2859380843542327
1100, 11.786325873408241, 0.35228881024619463
1200, 12.900803818480435, 0.4286033563545742
1300, 14.022329637264841, 0.5128757587153108
1400, 15.150915329689917, 0.6071059813288036
1500, 16.284554931791146, 0.7103060421226837
1600, 17.425248407568585, 0.8224639411689509
1700, 18.570995793022405, 0.9435916783958316
1800, 19.722803070116633, 1.0746832358392422
1900, 20.87966425688702, 1.2147446314630401
2000, 22.04057337136975, 1.3627818832313072
2100, 23.205536413528606, 1.5197949731441889
2200, 24.37454738339958, 1.6847839192014273
2300, 25.547600281018905, 1.856748739402991
2400, 26.72268914242229, 2.0347014516768502
2500, 27.900819949573997, 2.219636038059148
2600, 29.079974738581505, 2.4085645524776833
2700, 30.261153491445302, 2.6014809949684516
2800, 31.442356244165097, 2.798397365459342
2900, 32.62358899670467, 3.0003136459506123
