time step, x, y
100, 1.1236692480793264, 0.0041738376149180675
200, 2.2565201422156345, 0.01406583714502617
300, 3.399490211877013, 0.027645964478463486
400, 4.552672442168442, 0.04791277823037529
500, 5.714098789048546, 0.07592778800968594
600, 6.884737777020246, 0.11066047924254221
700, 8.063651876615692, 0.1541408860412525
800, 9.248904038827659, 0.20843003755276995
900, 10.440463268621308, 0.2725284142387459
1000, 11.637392036528086, 0.3484660502108282
1100, 12.837722298506172, 0.4373044550781823
1200, 14.040454535017325, 0.5390746238754179
1300, 15.244589226522876, 0.6538075516380677
1400, 16.448189324015814, 0.7835642675127372
1500, 17.651254827496608, 0.9283447714997527
1600, 18.850725188279288, 1.0862430096273181
1700, 20.047692911007754, 1.2602265454757209
1800, 21.240065971499874, 1.4473588104996238
1900, 22.426844850216746, 1.647670799734226
2000, 23.610059581270807, 1.86210004264794
2100, 24.786618620941468, 2.087740965730273
2200, 25.958490013270342, 2.3235320593727473
2300, 27.126704272831194, 2.5704418480789677
2400, 28.289169375441666, 2.825533763303378
2500, 29.448883879717336, 3.0887148199406425
2600, 30.604879261154615, 3.3610155325647506
2700, 31.757062534648497, 3.6394373425597593
2800, 32.90749472934605, 3.9259172989328937
2900, 34.05617584524704, 4.220455401684046
