time step, x, y
100, 0.24720205455372957, 0.00037976901654790916
200, 0.49944168740855216, -2.96418312050184e-05
300, 0.7567188985646853, -0.0012282325430220606
400, 1.019948830845699, -0.0011757792067920644
500, 1.288216341428023, -0.0019125057346261812
600, 1.5624785607882021, -0.002397306344040784
700, 1.840779240320074, -0.003713274470721145
800, 2.12403352284708, -0.003820186202220119
900, 2.4103271474160475, -0.004800253104191243
1000, 2.7016163626333554, -0.005570381740712574
1100, 2.9959029322394186, -0.006214547417974503
1200, 3.2921877381049445, -0.006774737788823593
1300, 3.5924270288360014, -0.0061678594180337165
1400, 3.893707425349646, -0.006518111523556136
1500, 4.195944952339944, -0.00582725784647653
1600, 4.499181597459746, -0.005094416516200101
1700, 4.802376254926687, -0.003362457056291346
1800, 5.104571794263783, -0.0016724852495937914
1900, 5.404769097341743, -6.64887489539856e-05
2000, 5.702926176507259, 0.0024546505750141223
2100, 5.9980859012837895, 0.0048498269398268845
2200, 6.289207165888736, 0.00807617082202372
2300, 6.575332839845341, 0.011092576438770707
2400, 6.857462041283578, 0.01394103144294312
2500, 7.133554546290533, 0.017536678658304494
2600, 7.403610354866657, 0.021879518084873817
2700, 7.668712560447761, 0.02501330111626654
2800, 7.927778069597808, 0.028894276358857718
2900, 8.181847988099628, 0.03256531333600382
