time step, x, y
100, 0.6753698841702893, 0.058613305279971606
200, 1.348288144485679, 0.14619192672347658
300, 2.0173406592491387, 0.2627197452429316
400, 2.68533955276673, 0.4096431207117348
500, 3.3522687059506198, 0.588376174827637
600, 4.0174129984076234, 0.799617908894789
700, 4.682170432747254, 1.0447985636990107
800, 5.3458258885764005, 1.3246171405451768
900, 6.0090783671999475, 1.6397887598254361
1000, 6.670513746920304, 1.9902973024519572
1100, 7.330099789561091, 2.3789710118195093
1200, 7.987153612905739, 2.8036806458380394
1300, 8.640976215650177, 3.263711084114283
1400, 9.292266599098399, 3.7597774470414236
1500, 9.93962676064169, 4.290449493833648
1600, 10.583088938456275, 4.852898981096347
1700, 11.223368252934934, 5.446426907524964
1800, 11.860480823166306, 6.069619151421918
1900, 12.493759886021568, 6.718932348999964
2000, 13.125350802679806, 7.3922694963451985
2100, 13.754570690924217, 8.087501351367326
2200, 14.381467908019886, 8.800385548974395
2300, 15.0060424539665, 9.530922089166083
2400, 15.628358805117134, 10.273454485153493
2500, 16.248416961471634, 11.027982736936146
2600, 16.864136038204553, 11.790947361638334
2700, 17.475516035316378, 12.562348359260223
2800, 18.081874070589983, 13.340056487711188
2900, 18.681812141416565, 14.122641506206303
