time step, x, y
100, 0.6896097333937949, 0.0006446771595272315
200, 1.3681866479706026, 0.0018155757107131826
300, 2.0337325924456966, 0.0034267221535616565
400.0, 2.6842924022840666, 0.0043930673456441804
500.0, 3.319866077485836, 0.004714611286738446
600.0, 3.9374563911236344, 0.004262393726781166
700.0, 4.5370633431974605, 0.0030364146657722857
800.0, 5.1167747559227035, -0.001047450681119555
900.0, 5.677632691691732, -0.00894529120648685
1000.0, 6.218552101361909, -0.018701942375670022
1100.0, 6.739704931933566, -0.034313706758107576
1200.0, 7.239963147513998, -0.05282634417660881
1300.0, 7.71945570835361, -0.07723708155853054
1400.0, 8.17913870334465, -0.10650385651140265
1500.0, 8.619055119236954, -0.14162574467776606
1600.0, 9.03916196928079, -0.1816036704149614
1700.0, 9.439416266725994, -0.22543855808057572
1800.0, 9.821902136357526, -0.27504258545967075
1900.0, 10.185534529032944, -0.3284605880168954
2000.0, 10.533267684929243, -0.38456452986023787
2100.0, 10.865144590796685, -0.44435348663165164
2200.0, 11.183120411170172, -0.5067424091888268
2300.0, 11.488194221691892, -0.571688310781602
2400.0, 11.781322111254543, -0.6381491290174878
2500.0, 12.065501306785269, -0.7059959036464305
2600.0, 12.339775719391481, -0.7762706970608015
2700.0, 12.608098664893243, -0.8478024866179341
2800.0, 12.870513130040619, -0.9215903479603595
2900.0, 13.128018190475682, -0.9975912943379215
