time step, x, y
100, 0.5834124566886718, 0.0017045176607214177
200, 1.1428394413237042, 0.004243978651329514
300, 1.6772815592363326, 0.007653172277231467
400, 2.1867040211207973, 0.010932703869333898
500, 2.6711068269773373, 0.0140825734279698
600, 3.1314893714749448, 0.017067991647724046
700, 3.567886443918908, 0.02088835319725138
800, 3.978264465666065, 0.02461384201860964
900, 4.365621620722932, 0.028140090195455825
1000, 4.728993303726273, 0.03250128170218472
1100.0, 5.069309330733916, 0.03566383789563721
1200.0, 5.386674069662328, 0.04062594278255288
1300.0, 5.680983152595264, 0.04438941235607058
1400.0, 5.953305552812203, 0.04891824664865671
1500.0, 6.20460587567684, 0.05317826168601417
1600.0, 6.4358835158580465, 0.057134668162618335
1700.0, 6.646173867992367, 0.061821650052985455
1800.0, 6.837440932112134, 0.06617023407718808
1900.0, 7.00968470821736, 0.07018042023545348
2000.0, 7.164903985645786, 0.07378262991661855
2100.0, 7.303098764397538, 0.0769768631210202
2200.0, 7.425303228446788, 0.0807277252120156
2300.0, 7.532447193851698, 0.08300163754620643
2400.0, 7.626599028560861, 0.08572781085098108
2500.0, 7.707723943268968, 0.08790685045711649
2600.0, 7.77785551661919, 0.09046857242278222
2700.0, 7.8379583539748765, 0.09237879277357935
2800.0, 7.890031244674018, 0.09356793289890514
2900.0, 7.933109583353032, 0.09507017677293889
