time step, x, y
100, 1.0253239138643977, 0.003445527243151756
200, 2.0627109185219923, 0.009626349810999996
300, 3.1101614979530825, 0.01858646415430125
400, 4.168719406618847, 0.03230338806747947
500, 5.237362888283478, 0.049799361765620234
600, 6.315114183162858, 0.07209614148451313
700, 7.402951051041334, 0.09817197098847724
800, 8.498917972350187, 0.13007036274796516
900, 9.605014463108672, 0.16774732031245768
1000, 10.71924100729776, 0.21124684013224163
1100, 11.842619361152343, 0.2615466819920242
1200, 12.975127526447046, 0.31764708788218204
1300, 14.116831497857763, 0.38254733183170353
1400, 15.267709277159579, 0.4552476558308418
1500, 16.429804376822265, 0.5377035794485564
1600, 17.60109528260142, 0.6289593411256247
1700, 18.78262574895731, 0.7309924586563769
1800, 19.97439577588971, 0.8438029320405904
1900, 21.17744911785956, 0.969368279072695
2000, 22.389764260621785, 1.1067327381934822
2100, 23.613362718421236, 1.2568520709620512
2200, 24.84624497523821, 1.4197702738291587
2300, 26.08841103107316, 1.5954873467946808
2400, 27.338861127916125, 1.7840252880839986
2500, 28.596573509531765, 1.9844063379129835
2600, 29.862503937479293, 2.194608982036553
2700, 31.132675377945127, 2.4157209713658334
2800, 32.40902135227239, 2.644699035420982
2900, 33.687520830196775, 2.8806314090938776
